61DFRAAXX100204:1:111:13723:20042	2341
61DFRAAXX100204:1:111:1496:19746	3956,3934
61DFRAAXX100204:1:111:17971:6941	3467
61DFRAAXX100204:1:111:19414:13803	1599
61DFRAAXX100204:1:111:2670:18376	1599,5646
61DFRAAXX100204:1:111:3091:16327	2341
61DFRAAXX100204:1:111:4390:5640	2341,4651
61DFRAAXX100204:1:111:6992:18145	1599,3956
61DFRAAXX100204:1:112:11640:6740	3934
61DFRAAXX100204:1:112:12111:15153	2341
61DFRAAXX100204:1:112:12856:8551	3934
61DFRAAXX100204:1:112:12893:11962	3934
61DFRAAXX100204:1:112:17204:12120	3467
61DFRAAXX100204:1:112:17321:3911	1599
61DFRAAXX100204:1:112:2178:18936	1599
61DFRAAXX100204:1:112:2481:16989	3934
61DFRAAXX100204:1:112:3556:4265	1599
61DFRAAXX100204:1:112:4041:9371	3934
61DFRAAXX100204:1:112:6163:17850	3934
61DFRAAXX100204:1:112:9483:16234	4651
61DFRAAXX100204:1:113:1046:3404	2341
61DFRAAXX100204:1:113:11000:16018	4651
61DFRAAXX100204:1:113:11915:16851	4651
61DFRAAXX100204:1:113:14311:6806	2341,4651
61DFRAAXX100204:1:113:15806:7572	1599
61DFRAAXX100204:1:113:17223:20855	1599
61DFRAAXX100204:1:113:19284:10730	3934
61DFRAAXX100204:1:113:3956:7182	2341
61DFRAAXX100204:1:113:4221:17093	1599
61DFRAAXX100204:1:113:5474:16323	1599
61DFRAAXX100204:1:113:7261:4683	1599
61DFRAAXX100204:1:114:17034:12977	3467
61DFRAAXX100204:1:114:18112:2211	1599
61DFRAAXX100204:1:114:7274:17511	2342
61DFRAAXX100204:1:115:11405:16460	2341
61DFRAAXX100204:1:115:12062:4885	1599,3956
61DFRAAXX100204:1:115:13097:5980	3934
61DFRAAXX100204:1:115:13886:17335	1599
61DFRAAXX100204:1:115:16992:20309	3934
61DFRAAXX100204:1:115:19687:14106	3934
61DFRAAXX100204:1:115:3329:17934	2341
61DFRAAXX100204:1:115:4501:10087	3467
61DFRAAXX100204:1:115:5013:10454	2341,4651
61DFRAAXX100204:1:115:6541:6480	3467
61DFRAAXX100204:1:115:7622:8454	1599
61DFRAAXX100204:1:115:8793:14866	1599,3956
61DFRAAXX100204:1:115:9674:18835	3934
61DFRAAXX100204:1:116:14204:11131	1599
61DFRAAXX100204:1:116:16158:17823	1599
61DFRAAXX100204:1:116:18126:19497	4651,1599
61DFRAAXX100204:1:116:18859:4610	2341
61DFRAAXX100204:1:116:19779:8844	1599
61DFRAAXX100204:1:116:3709:3202	3934
61DFRAAXX100204:1:116:3765:6750	1599
61DFRAAXX100204:1:116:7610:13847	3467
61DFRAAXX100204:1:117:12052:7307	3934
61DFRAAXX100204:1:117:1252:3627	1599
61DFRAAXX100204:1:117:13293:6179	2341
61DFRAAXX100204:1:117:1588:12000	1599
61DFRAAXX100204:1:117:18909:10218	4651
61DFRAAXX100204:1:117:2609:13178	4651
61DFRAAXX100204:1:117:4983:9150	4651
61DFRAAXX100204:1:117:6031:15824	2341
61DFRAAXX100204:1:117:8575:15830	2341
61DFRAAXX100204:1:118:10441:20800	3934
61DFRAAXX100204:1:118:10944:3105	3934
61DFRAAXX100204:1:118:11654:6424	3467
61DFRAAXX100204:1:118:5604:13671	2341
61DFRAAXX100204:1:118:5717:1629	1599
61DFRAAXX100204:1:118:6018:19244	2341
61DFRAAXX100204:1:118:7837:15823	2341
61DFRAAXX100204:1:119:10280:3847	1599
61DFRAAXX100204:1:119:11142:10412	4651
61DFRAAXX100204:1:119:15069:21225	2341
61DFRAAXX100204:1:119:16423:15170	1599
61DFRAAXX100204:1:119:19075:20764	3934
61DFRAAXX100204:1:119:19160:4077	2341
61DFRAAXX100204:1:119:2619:11268	3934
61DFRAAXX100204:1:119:5965:5652	1599
61DFRAAXX100204:1:119:7697:9331	2341
61DFRAAXX100204:1:11:11851:3130	4651,1599
61DFRAAXX100204:1:11:12913:5566	2341,4651
61DFRAAXX100204:1:11:13116:7520	4651
61DFRAAXX100204:1:11:17365:5695	2341
61DFRAAXX100204:1:11:4897:18737	3934
61DFRAAXX100204:1:11:7412:20594	1599
61DFRAAXX100204:1:11:7925:7543	2341
61DFRAAXX100204:1:120:10846:16521	1599
61DFRAAXX100204:1:120:11738:10712	1599
61DFRAAXX100204:1:120:14806:19462	1599
61DFRAAXX100204:1:120:15740:8163	4651
61DFRAAXX100204:1:120:17396:11985	1599
61DFRAAXX100204:1:120:2781:5965	2341
61DFRAAXX100204:1:120:7605:17420	2341
61DFRAAXX100204:1:120:8946:18166	3467
61DFRAAXX100204:1:120:9493:16834	1599,3956
61DFRAAXX100204:1:12:10343:1922	2342
61DFRAAXX100204:1:12:15202:18990	4651
61DFRAAXX100204:1:12:15819:13477	3934,3467
61DFRAAXX100204:1:12:2232:6547	3934
61DFRAAXX100204:1:12:4832:18940	3934
61DFRAAXX100204:1:12:7255:13576	3934
61DFRAAXX100204:1:13:11433:20044	5646
61DFRAAXX100204:1:13:17028:5835	2341,4651
61DFRAAXX100204:1:13:6121:5271	1599,3956
61DFRAAXX100204:1:14:13767:5519	1599
61DFRAAXX100204:1:14:18495:16459	2341
61DFRAAXX100204:1:14:18690:2667	2341
61DFRAAXX100204:1:14:19290:19405	4651,1599
61DFRAAXX100204:1:14:7123:8434	2341
61DFRAAXX100204:1:14:8788:13362	1599
61DFRAAXX100204:1:15:10342:3060	4651
61DFRAAXX100204:1:15:12386:20636	3467
61DFRAAXX100204:1:15:12709:1508	4651
61DFRAAXX100204:1:15:13408:10982	3934
61DFRAAXX100204:1:15:17640:2965	2341,4651
61DFRAAXX100204:1:15:19131:4406	3934
61DFRAAXX100204:1:15:2113:8167	1599
61DFRAAXX100204:1:15:3818:8573	1599
61DFRAAXX100204:1:15:4968:18343	2341,4651
61DFRAAXX100204:1:15:7438:18226	1599
61DFRAAXX100204:1:15:8057:14465	3934
61DFRAAXX100204:1:15:9128:3351	2341,4651
61DFRAAXX100204:1:16:4991:2665	1599
61DFRAAXX100204:1:16:5224:9765	2341
61DFRAAXX100204:1:16:6182:20961	3934
61DFRAAXX100204:1:16:7208:4570	2341
61DFRAAXX100204:1:16:8647:4916	2341
61DFRAAXX100204:1:17:11420:3677	1599
61DFRAAXX100204:1:17:11511:18460	1599
61DFRAAXX100204:1:17:12808:14442	4651
61DFRAAXX100204:1:17:14917:19350	3467
61DFRAAXX100204:1:17:15392:8543	1599,5646
61DFRAAXX100204:1:17:15786:1291	1599
61DFRAAXX100204:1:17:19735:10430	1599
61DFRAAXX100204:1:17:5625:1547	3467
61DFRAAXX100204:1:17:8980:4725	1599
61DFRAAXX100204:1:18:10941:18200	4651
61DFRAAXX100204:1:18:13572:5502	3934
61DFRAAXX100204:1:18:14038:17209	3934
61DFRAAXX100204:1:18:15578:14133	1599
61DFRAAXX100204:1:18:16042:20979	1599,3956
61DFRAAXX100204:1:18:17861:1314	1599,3956,3934
61DFRAAXX100204:1:18:19209:9288	3934,3467
61DFRAAXX100204:1:18:19701:18809	2341
61DFRAAXX100204:1:18:5327:2445	3934
61DFRAAXX100204:1:18:7548:7925	2341
61DFRAAXX100204:1:19:13423:10923	3934
61DFRAAXX100204:1:19:15274:21304	2341
61DFRAAXX100204:1:19:16082:4065	1599
61DFRAAXX100204:1:19:18491:5333	4651,1599
61DFRAAXX100204:1:19:9537:11882	3934
61DFRAAXX100204:1:1:10108:19477	3934
61DFRAAXX100204:1:1:10157:16571	2341,4651
61DFRAAXX100204:1:1:12756:2679	4651
61DFRAAXX100204:1:1:13089:9929	1599
61DFRAAXX100204:1:1:14405:17093	4651,1599
61DFRAAXX100204:1:1:14604:2450	3934
61DFRAAXX100204:1:1:16599:4512	1599
61DFRAAXX100204:1:1:2549:11435	1599,3956,3934
61DFRAAXX100204:1:1:2953:7350	1599
61DFRAAXX100204:1:20:11062:20427	1599
61DFRAAXX100204:1:20:11910:21043	2341,5758,1599
61DFRAAXX100204:1:20:12799:18315	3934
61DFRAAXX100204:1:20:16400:14420	2341,4651
61DFRAAXX100204:1:20:17102:1227	2342
61DFRAAXX100204:1:20:19293:7938	1599
61DFRAAXX100204:1:20:2952:7683	2341,4651
61DFRAAXX100204:1:20:4682:8244	1599
61DFRAAXX100204:1:21:10087:1905	2341
61DFRAAXX100204:1:21:11219:6622	3934
61DFRAAXX100204:1:21:13768:10037	3467
61DFRAAXX100204:1:21:13817:8708	1599
61DFRAAXX100204:1:21:18237:10074	3467
61DFRAAXX100204:1:21:5442:14264	1599
61DFRAAXX100204:1:21:8900:9224	1599,3956
61DFRAAXX100204:1:22:11282:8003	4651
61DFRAAXX100204:1:22:17075:9119	1599
61DFRAAXX100204:1:23:12342:17864	1599,5646
61DFRAAXX100204:1:23:15096:12424	1599
61DFRAAXX100204:1:23:18604:20603	3934
61DFRAAXX100204:1:24:14586:17598	3467
61DFRAAXX100204:1:24:16083:4169	3934
61DFRAAXX100204:1:24:16129:9785	1599
61DFRAAXX100204:1:24:18524:18883	1599
61DFRAAXX100204:1:24:6300:9541	2341
61DFRAAXX100204:1:24:9136:15244	3956,3934
61DFRAAXX100204:1:25:12429:13101	3934
61DFRAAXX100204:1:25:19230:17883	3934
61DFRAAXX100204:1:25:8850:17722	1599
61DFRAAXX100204:1:26:12105:4783	3934
61DFRAAXX100204:1:26:17930:11669	3934
61DFRAAXX100204:1:26:19102:17298	2341,4651
61DFRAAXX100204:1:26:19616:3146	2341,4651
61DFRAAXX100204:1:26:19760:16627	3934
61DFRAAXX100204:1:26:8651:2694	3934
61DFRAAXX100204:1:27:10618:7193	2341
61DFRAAXX100204:1:27:10821:16475	3934
61DFRAAXX100204:1:27:17615:16253	2341,4651
61DFRAAXX100204:1:27:18398:7053	2341
61DFRAAXX100204:1:27:19491:8679	3467
61DFRAAXX100204:1:27:8440:13122	1599
61DFRAAXX100204:1:27:9981:7067	3934
61DFRAAXX100204:1:28:10429:3463	3467
61DFRAAXX100204:1:28:11561:12697	3467
61DFRAAXX100204:1:28:11633:7039	2341
61DFRAAXX100204:1:28:11961:1905	3467
61DFRAAXX100204:1:28:12733:15294	4651
61DFRAAXX100204:1:28:15896:3460	2341
61DFRAAXX100204:1:28:16205:2638	1599
61DFRAAXX100204:1:28:4438:13041	4651
61DFRAAXX100204:1:28:7821:5120	2341
61DFRAAXX100204:1:29:12255:3019	1599
61DFRAAXX100204:1:29:12985:20357	2341
61DFRAAXX100204:1:29:14284:9168	3956,3934
61DFRAAXX100204:1:29:17732:4486	3934
61DFRAAXX100204:1:29:7329:18233	1599
61DFRAAXX100204:1:29:9800:10806	2341
61DFRAAXX100204:1:2:16343:14079	3934
61DFRAAXX100204:1:2:2527:18646	2341
61DFRAAXX100204:1:2:6348:21229	3934
61DFRAAXX100204:1:2:7030:12411	3934
61DFRAAXX100204:1:2:7230:6340	1599
61DFRAAXX100204:1:2:8476:4409	2341,4651
61DFRAAXX100204:1:30:12106:15038	2341
61DFRAAXX100204:1:30:2320:17184	3934
61DFRAAXX100204:1:30:3084:2844	1599
61DFRAAXX100204:1:30:6936:20879	2341
61DFRAAXX100204:1:30:8882:7861	2341,4651
61DFRAAXX100204:1:31:12024:4567	2341,4651
61DFRAAXX100204:1:31:13033:17944	1599
61DFRAAXX100204:1:31:14170:11348	3934
61DFRAAXX100204:1:31:17516:15166	2342
61DFRAAXX100204:1:31:19806:17285	3467
61DFRAAXX100204:1:31:5149:18075	2341
61DFRAAXX100204:1:31:7078:10094	1599
61DFRAAXX100204:1:32:10387:16130	3467
61DFRAAXX100204:1:32:18425:2383	1599
61DFRAAXX100204:1:33:11716:6236	3934
61DFRAAXX100204:1:33:14670:17092	2341
61DFRAAXX100204:1:33:4277:6189	2341
61DFRAAXX100204:1:33:5072:2785	3934
61DFRAAXX100204:1:33:7780:8317	3934
61DFRAAXX100204:1:33:8978:14291	2341,4651
61DFRAAXX100204:1:34:14888:21280	3467
61DFRAAXX100204:1:34:16285:12791	2341,4651
61DFRAAXX100204:1:34:6001:7659	1599
61DFRAAXX100204:1:35:10890:16174	3934
61DFRAAXX100204:1:35:13154:7147	3934
61DFRAAXX100204:1:35:2690:7853	1599
61DFRAAXX100204:1:35:6637:11487	3467
61DFRAAXX100204:1:35:6934:2971	2341
61DFRAAXX100204:1:35:7183:1364	3467
61DFRAAXX100204:1:36:10605:3436	5646,3934
61DFRAAXX100204:1:36:14739:21058	3467
61DFRAAXX100204:1:36:15374:16902	2341,4651
61DFRAAXX100204:1:36:16137:14022	3467
61DFRAAXX100204:1:36:17357:12942	3467
61DFRAAXX100204:1:36:19084:20762	1599
61DFRAAXX100204:1:37:14761:11581	2341
61DFRAAXX100204:1:37:14905:1783	1599
61DFRAAXX100204:1:37:15336:18853	1599
61DFRAAXX100204:1:37:17419:10673	1599
61DFRAAXX100204:1:37:17641:10216	4651
61DFRAAXX100204:1:37:19071:14464	1599
61DFRAAXX100204:1:37:2634:4058	1599
61DFRAAXX100204:1:37:4203:1269	1599
61DFRAAXX100204:1:37:8865:8813	3934,3467
61DFRAAXX100204:1:38:11475:7262	1599
61DFRAAXX100204:1:38:13536:12513	2341
61DFRAAXX100204:1:38:16286:12997	2341
61DFRAAXX100204:1:38:17095:11502	2341,4651
61DFRAAXX100204:1:38:18712:3088	1599
61DFRAAXX100204:1:38:18991:16926	4651,1599
61DFRAAXX100204:1:38:4668:7595	1599
61DFRAAXX100204:1:38:5711:7279	4651
61DFRAAXX100204:1:38:8248:12615	3934
61DFRAAXX100204:1:39:15912:19519	2341,4651
61DFRAAXX100204:1:39:16086:15240	4651
61DFRAAXX100204:1:39:18382:15062	1599
61DFRAAXX100204:1:39:6509:12443	1599
61DFRAAXX100204:1:39:6685:3384	3467
61DFRAAXX100204:1:39:6782:15857	4651,1599
61DFRAAXX100204:1:3:10261:7421	3934
61DFRAAXX100204:1:3:11707:4906	1599
61DFRAAXX100204:1:3:14031:3259	2341
61DFRAAXX100204:1:3:16179:8259	1599
61DFRAAXX100204:1:3:16543:9756	3934
61DFRAAXX100204:1:3:17162:3661	3467
61DFRAAXX100204:1:3:3115:7820	2342
61DFRAAXX100204:1:3:3481:4325	2341,4651
61DFRAAXX100204:1:3:6749:7591	3467
61DFRAAXX100204:1:3:7613:4874	2341
61DFRAAXX100204:1:40:11916:6663	2341
61DFRAAXX100204:1:40:14287:17362	4651
61DFRAAXX100204:1:40:15863:20798	1599
61DFRAAXX100204:1:40:4379:6630	5646
61DFRAAXX100204:1:40:5429:11488	3467
61DFRAAXX100204:1:40:8601:10146	1599
61DFRAAXX100204:1:41:13682:18037	3934
61DFRAAXX100204:1:41:13702:12757	5646,3934
61DFRAAXX100204:1:41:15391:8627	3467
61DFRAAXX100204:1:41:16260:6057	3934,2342
61DFRAAXX100204:1:41:17703:4127	1599
61DFRAAXX100204:1:42:10041:13156	1599
61DFRAAXX100204:1:42:11951:3694	1599
61DFRAAXX100204:1:42:12905:13039	1599
61DFRAAXX100204:1:42:13305:10344	3934
61DFRAAXX100204:1:42:3751:12422	3467
61DFRAAXX100204:1:42:7667:8475	2341,4651
61DFRAAXX100204:1:43:12100:16829	1599
61DFRAAXX100204:1:43:13648:5864	2341
61DFRAAXX100204:1:43:13744:10761	4651
61DFRAAXX100204:1:43:15225:16890	2341
61DFRAAXX100204:1:43:4487:6034	1599
61DFRAAXX100204:1:43:4799:7178	2341
61DFRAAXX100204:1:43:8525:17148	3467
61DFRAAXX100204:1:44:16524:12496	2341,4651
61DFRAAXX100204:1:44:17281:3633	4651
61DFRAAXX100204:1:44:18988:4438	1599
61DFRAAXX100204:1:44:3527:19813	2341
61DFRAAXX100204:1:44:3990:15656	1599
61DFRAAXX100204:1:44:6036:9664	1599
61DFRAAXX100204:1:44:9830:19062	2341
61DFRAAXX100204:1:45:15766:8385	3934
61DFRAAXX100204:1:45:16771:6358	3934
61DFRAAXX100204:1:45:17245:7690	1599
61DFRAAXX100204:1:45:19613:3779	3934
61DFRAAXX100204:1:45:3677:2222	2341
61DFRAAXX100204:1:45:4976:12173	1599
61DFRAAXX100204:1:45:7071:14736	3467
61DFRAAXX100204:1:46:11968:13604	3934
61DFRAAXX100204:1:46:12256:19661	3467
61DFRAAXX100204:1:46:14072:16735	2341
61DFRAAXX100204:1:46:14401:11276	1599
61DFRAAXX100204:1:46:17467:17315	1599
61DFRAAXX100204:1:46:7651:20702	1599
61DFRAAXX100204:1:47:11244:19701	3934
61DFRAAXX100204:1:47:14030:18969	3467
61DFRAAXX100204:1:47:16381:1461	3934
61DFRAAXX100204:1:47:16403:14535	2341
61DFRAAXX100204:1:47:7404:5361	3934,3467
61DFRAAXX100204:1:47:9513:14202	1599
61DFRAAXX100204:1:49:12319:2770	3467
61DFRAAXX100204:1:49:16402:6606	1599
61DFRAAXX100204:1:49:3594:1534	4651,1599
61DFRAAXX100204:1:4:1187:14275	3934
61DFRAAXX100204:1:4:12249:12815	2341,4651
61DFRAAXX100204:1:4:4184:15630	2341
61DFRAAXX100204:1:50:12065:18685	2341
61DFRAAXX100204:1:50:17476:13675	3934
61DFRAAXX100204:1:50:18263:10568	3934
61DFRAAXX100204:1:50:19316:19947	3934
61DFRAAXX100204:1:50:4899:1812	3956,3934
61DFRAAXX100204:1:51:10655:12061	3467
61DFRAAXX100204:1:51:11581:10931	3934
61DFRAAXX100204:1:51:11994:8522	4651
61DFRAAXX100204:1:51:13389:7681	3467
61DFRAAXX100204:1:51:14937:17314	1599
61DFRAAXX100204:1:51:14966:19706	3934
61DFRAAXX100204:1:51:16741:15401	3934
61DFRAAXX100204:1:51:17347:5760	3934
61DFRAAXX100204:1:51:4651:17622	1599
61DFRAAXX100204:1:51:6767:6450	2341
61DFRAAXX100204:1:52:15036:5462	3934,3467
61DFRAAXX100204:1:52:16689:12678	3934
61DFRAAXX100204:1:52:16691:13372	1599
61DFRAAXX100204:1:52:17570:6621	3934
61DFRAAXX100204:1:52:19483:1941	2341
61DFRAAXX100204:1:52:7670:19051	4651
61DFRAAXX100204:1:53:12396:2003	1599
61DFRAAXX100204:1:53:3851:2355	4651,1599
61DFRAAXX100204:1:54:11639:20223	1599
61DFRAAXX100204:1:54:11944:9446	3934
61DFRAAXX100204:1:54:12830:14070	3467
61DFRAAXX100204:1:54:15401:8300	2341
61DFRAAXX100204:1:54:4740:10791	1599,5646
61DFRAAXX100204:1:57:12023:15604	3934
61DFRAAXX100204:1:57:15762:2722	4651
61DFRAAXX100204:1:57:16084:13805	4651
61DFRAAXX100204:1:57:19323:15933	1599
61DFRAAXX100204:1:57:3704:14759	1599
61DFRAAXX100204:1:57:7000:5844	1599,5646
61DFRAAXX100204:1:58:10209:17461	3467
61DFRAAXX100204:1:58:13104:7244	3934
61DFRAAXX100204:1:58:14908:13197	1599
61DFRAAXX100204:1:58:17141:1357	3934
61DFRAAXX100204:1:58:4430:13453	1599,3956
61DFRAAXX100204:1:58:5905:12014	1599
61DFRAAXX100204:1:59:11353:15874	3934
61DFRAAXX100204:1:59:13055:19644	1599
61DFRAAXX100204:1:59:14907:8306	2341
61DFRAAXX100204:1:59:14975:15017	2341
61DFRAAXX100204:1:59:17123:17968	4651,1599
61DFRAAXX100204:1:59:18099:7683	3934
61DFRAAXX100204:1:59:18391:18964	3934
61DFRAAXX100204:1:59:5013:9061	1599
61DFRAAXX100204:1:59:7225:7648	2341
61DFRAAXX100204:1:59:9928:3318	3467
61DFRAAXX100204:1:5:15628:21145	3956,3934
61DFRAAXX100204:1:5:4929:2218	1599,3956
61DFRAAXX100204:1:5:9176:9298	2341
61DFRAAXX100204:1:60:13007:21243	3934
61DFRAAXX100204:1:60:6800:15967	2341
61DFRAAXX100204:1:61:14886:9670	4651
61DFRAAXX100204:1:61:16685:16269	2341
61DFRAAXX100204:1:61:7296:18079	5646
61DFRAAXX100204:1:63:13051:9401	3934,3467
61DFRAAXX100204:1:63:16324:18195	2341
61DFRAAXX100204:1:63:17388:5229	2341
61DFRAAXX100204:1:63:18069:10038	3467
61DFRAAXX100204:1:63:6425:4029	1599,3956,3934
61DFRAAXX100204:1:64:13033:18695	1599
61DFRAAXX100204:1:64:2579:13708	2342
61DFRAAXX100204:1:66:12167:1368	4651
61DFRAAXX100204:1:66:3958:8493	3467
61DFRAAXX100204:1:66:4742:14672	3934
61DFRAAXX100204:1:67:11562:18044	4651,1599
61DFRAAXX100204:1:67:11929:18156	3934
61DFRAAXX100204:1:68:11705:7980	3934
61DFRAAXX100204:1:68:12673:11761	1599
61DFRAAXX100204:1:68:13596:7680	4651,1599
61DFRAAXX100204:1:68:3594:11112	3934
61DFRAAXX100204:1:68:4164:15031	1599
61DFRAAXX100204:1:69:10276:21193	3467
61DFRAAXX100204:1:69:17483:9305	4651
61DFRAAXX100204:1:69:18647:15403	1599,3956
61DFRAAXX100204:1:69:2209:2875	4651
61DFRAAXX100204:1:69:3354:7337	1599
61DFRAAXX100204:1:69:7489:8176	2341
61DFRAAXX100204:1:69:8620:2932	3467
61DFRAAXX100204:1:69:8695:11299	4651
61DFRAAXX100204:1:6:12637:21355	3934
61DFRAAXX100204:1:6:15342:6705	1599
61DFRAAXX100204:1:6:16424:16759	1599,3956,3934
61DFRAAXX100204:1:6:3227:9570	3934
61DFRAAXX100204:1:6:4200:19149	3934
61DFRAAXX100204:1:70:1240:13584	3934
61DFRAAXX100204:1:70:14125:4700	3934
61DFRAAXX100204:1:70:17357:3337	2341,4651
61DFRAAXX100204:1:70:17761:19968	3934
61DFRAAXX100204:1:70:19774:7825	4651
61DFRAAXX100204:1:70:4186:5856	1599
61DFRAAXX100204:1:70:6010:15148	4651
61DFRAAXX100204:1:71:14032:6276	2341
61DFRAAXX100204:1:71:15307:16484	3934
61DFRAAXX100204:1:71:15480:15785	1599
61DFRAAXX100204:1:71:15526:20933	1599
61DFRAAXX100204:1:71:8991:7370	4651
61DFRAAXX100204:1:72:10545:10395	3934
61DFRAAXX100204:1:72:11191:13808	1599
61DFRAAXX100204:1:72:13458:4484	2341
61DFRAAXX100204:1:72:15781:18287	3934,3467
61DFRAAXX100204:1:72:5822:16534	2341
61DFRAAXX100204:1:72:7006:6680	3934
61DFRAAXX100204:1:72:9773:19001	2341
61DFRAAXX100204:1:73:13285:10554	3934
61DFRAAXX100204:1:73:2421:13528	3934
61DFRAAXX100204:1:73:2437:2515	2341
61DFRAAXX100204:1:73:6511:15158	4651,1599
61DFRAAXX100204:1:74:15028:15735	1599
61DFRAAXX100204:1:74:15313:19661	3934
61DFRAAXX100204:1:74:18250:19541	4651
61DFRAAXX100204:1:74:8216:16775	3467
61DFRAAXX100204:1:74:8307:2569	4651
61DFRAAXX100204:1:74:9815:3590	3934
61DFRAAXX100204:1:75:10043:11079	2341
61DFRAAXX100204:1:75:12890:4754	1599
